emp_no,from_date,to_date
57698,1985-07-09,9999-01-01
57699,1989-07-25,9999-01-01
57700,1994-09-20,9999-01-01
57701,1987-11-16,9999-01-01
57702,1986-12-05,1989-09-09
57703,1988-09-04,9999-01-01
57704,1995-06-08,9999-01-01
57705,1998-11-21,9999-01-01
57706,1989-07-14,9999-01-01
57707,1986-07-08,1992-12-05
57708,1990-07-29,9999-01-01
57709,1995-01-15,1998-10-18
57710,1986-07-09,9999-01-01
57711,1989-10-25,9999-01-01
57712,1995-08-10,9999-01-01
57713,1989-03-23,9999-01-01
57714,1997-01-23,2001-12-04
57715,1997-07-13,9999-01-01
57716,1985-12-12,9999-01-01
57717,1985-08-17,9999-01-01
57718,1991-01-04,1999-10-07
57719,1995-05-02,9999-01-01
57720,1986-10-10,9999-01-01
57721,1991-08-01,9999-01-01
57722,1998-02-15,9999-01-01
57723,1996-01-11,9999-01-01
57724,1995-02-18,9999-01-01
57725,1997-11-29,2000-09-23
57726,1987-09-13,9999-01-01
57727,1996-09-10,9999-01-01
57728,1993-12-09,9999-01-01
57729,1998-06-26,9999-01-01
57730,1987-09-23,9999-01-01
57731,1990-01-04,9999-01-01
57732,1998-02-22,9999-01-01
57733,1999-10-30,9999-01-01
57734,1990-07-06,1993-06-03
57735,1993-06-08,9999-01-01
57736,1990-03-02,9999-01-01
57737,1991-12-11,9999-01-01
57738,1987-11-21,1993-07-11
57739,1986-03-14,1986-11-17
57740,1987-03-31,9999-01-01
57741,1996-11-18,9999-01-01
57742,2000-05-23,9999-01-01
57743,1990-05-22,9999-01-01
57744,1995-02-15,9999-01-01
57745,1997-04-23,9999-01-01
57746,1997-11-11,9999-01-01
57747,1994-11-26,9999-01-01
57748,1990-04-04,1997-09-03
57749,1987-12-05,9999-01-01
57750,1993-04-09,9999-01-01
57751,1985-06-05,9999-01-01
57752,1990-08-02,1993-11-04
57753,1999-04-25,2002-01-25
57754,1991-04-23,1995-12-29
57755,1995-08-30,9999-01-01
57756,1988-07-27,9999-01-01
57757,1999-07-15,9999-01-01
57758,1997-02-02,9999-01-01
57759,1999-06-11,9999-01-01
57760,1985-04-28,9999-01-01
57761,1993-05-03,1997-12-29
57762,1992-12-02,1993-01-21
57763,1996-08-11,9999-01-01
57764,1995-02-03,1998-02-02
57765,1998-08-13,9999-01-01
57766,1985-11-21,9999-01-01
57767,1994-01-09,9999-01-01
57768,1985-09-14,9999-01-01
57769,1987-02-19,9999-01-01
57770,1985-11-06,9999-01-01
57771,1999-03-09,9999-01-01
57772,2001-10-19,9999-01-01
57773,1996-06-10,2000-06-03
57774,1995-06-27,9999-01-01
57775,1991-02-13,9999-01-01
57776,1993-07-25,9999-01-01
57777,1990-04-08,9999-01-01
57778,1989-10-31,9999-01-01
57779,1987-11-24,9999-01-01
57780,1988-06-07,9999-01-01
57781,1986-04-12,1991-11-17
57782,1992-09-19,9999-01-01
57783,1992-08-12,9999-01-01
57784,1991-09-14,9999-01-01
57785,1988-01-19,1988-06-15
57786,1993-11-30,9999-01-01
57787,1991-06-07,9999-01-01
57788,1998-07-16,9999-01-01
57789,1990-04-20,9999-01-01
57790,2000-01-07,9999-01-01
57791,1991-08-21,9999-01-01
57792,1986-01-26,9999-01-01
57793,1998-12-25,2000-06-11
57794,1986-03-03,9999-01-01
57795,1987-04-24,9999-01-01
57796,1989-10-06,9999-01-01
57797,1985-06-10,9999-01-01
57798,1997-11-07,2002-04-09
57799,2002-07-07,9999-01-01
57800,1997-06-26,1998-09-20
57801,1991-08-23,9999-01-01
57802,1996-10-10,1998-08-05
57803,1993-03-31,9999-01-01
57804,1987-03-04,9999-01-01
57805,1991-05-22,9999-01-01
57806,1986-07-25,9999-01-01
57807,1988-01-25,1992-05-04
57808,1989-06-25,9999-01-01
57809,1990-08-01,9999-01-01
57810,2001-02-19,9999-01-01
57811,1996-02-17,9999-01-01
57812,1988-08-07,9999-01-01
57813,1992-11-04,9999-01-01
57814,1996-05-01,9999-01-01
57815,1989-01-14,9999-01-01
57816,1992-07-23,1994-12-12
57817,1985-02-22,9999-01-01
57818,1999-12-11,9999-01-01
57819,1995-04-16,1995-11-12
57820,1999-01-31,9999-01-01
57821,1986-10-26,9999-01-01
57822,1996-08-03,9999-01-01
57823,1994-05-03,9999-01-01
57824,1999-01-04,9999-01-01
57825,1993-11-12,9999-01-01
57826,1999-03-22,1999-06-23
57827,1995-11-05,9999-01-01
57828,1991-09-29,9999-01-01
57829,1999-07-07,9999-01-01
57830,1989-01-31,9999-01-01
57831,1985-08-26,9999-01-01
57832,1986-01-23,9999-01-01
57833,1995-12-01,9999-01-01
57834,1987-07-09,9999-01-01
57835,1988-01-24,1997-02-18
57836,1989-11-08,9999-01-01
57837,1996-02-09,9999-01-01
57838,1999-02-14,9999-01-01
57839,1988-11-03,9999-01-01
57840,1993-12-25,9999-01-01
57841,2001-04-12,9999-01-01
57842,1994-04-25,9999-01-01
57843,1994-07-21,1998-08-06
57844,1988-07-26,9999-01-01
57845,1985-06-14,9999-01-01
57846,1997-08-30,9999-01-01
57847,1985-09-07,9999-01-01
57848,1994-06-13,9999-01-01
57849,1997-10-03,9999-01-01
57850,1999-11-03,9999-01-01
57851,1989-06-06,2001-05-24
57852,1993-06-10,9999-01-01
57853,1995-07-20,9999-01-01
57854,1986-09-11,9999-01-01
57855,1986-03-18,9999-01-01
57856,1993-04-10,9999-01-01
57857,1995-01-08,9999-01-01
57858,1998-03-31,1998-12-28
57859,1989-07-08,9999-01-01
57860,1991-10-28,9999-01-01
57861,1989-04-25,9999-01-01
57862,1990-07-08,9999-01-01
57863,1987-02-25,9999-01-01
57864,1990-04-27,2000-10-09
57865,1987-11-26,9999-01-01
57866,1999-02-16,9999-01-01
57867,1992-10-19,9999-01-01
57868,1998-03-14,9999-01-01
57869,1988-11-26,9999-01-01
57870,1998-02-17,9999-01-01
57871,1995-08-28,9999-01-01
57872,1993-03-03,9999-01-01
57873,1998-04-24,2002-01-17
57874,1997-04-29,9999-01-01
57875,1986-12-12,1991-07-26
57876,1996-06-29,9999-01-01
57877,1990-09-22,9999-01-01
57878,1999-11-02,2001-05-30
57879,1986-05-12,9999-01-01
57880,1999-11-30,9999-01-01
57881,1987-03-18,9999-01-01
57882,1988-12-28,9999-01-01
57883,1987-10-27,9999-01-01
57884,1998-02-21,9999-01-01
57885,1991-11-17,9999-01-01
57886,1985-07-24,1996-05-04
57887,1993-06-20,9999-01-01
57888,1996-01-31,1996-08-04
57889,1985-02-08,9999-01-01
57890,1997-10-08,9999-01-01
57891,1996-07-12,9999-01-01
57892,1999-02-22,9999-01-01
57893,1987-08-02,9999-01-01
57894,1998-12-12,9999-01-01
57895,1988-05-22,9999-01-01
57896,1996-09-28,9999-01-01
57897,1987-01-20,1989-06-22
57898,1986-05-17,9999-01-01
57899,1992-06-09,9999-01-01
57900,1988-07-29,9999-01-01
57901,1997-12-07,9999-01-01
57902,1995-12-27,9999-01-01
57903,1992-02-16,9999-01-01
57904,1990-10-31,9999-01-01
57905,1994-12-26,9999-01-01
57906,1994-09-01,1996-03-23
57907,1993-03-18,9999-01-01
57908,1995-04-29,9999-01-01
57909,1990-12-20,9999-01-01
57910,1989-06-05,9999-01-01
57911,1990-06-13,9999-01-01
57912,1988-11-20,1991-03-07
57913,1993-03-10,9999-01-01
57914,1992-05-12,9999-01-01
57915,1991-10-05,9999-01-01
57916,1985-11-15,9999-01-01
57917,1993-03-24,1993-03-26
57918,1999-12-29,9999-01-01
57919,1988-07-12,9999-01-01
57920,1987-06-15,9999-01-01
57921,1993-03-11,1999-08-31
57922,1989-09-17,9999-01-01
57923,1988-09-24,9999-01-01
57924,1992-06-28,9999-01-01
57925,1990-02-02,9999-01-01
57926,1993-09-24,1996-07-30
57927,1990-08-09,9999-01-01
57928,1997-03-28,9999-01-01
57929,1985-11-13,9999-01-01
57930,1990-12-28,9999-01-01
57931,1997-11-13,9999-01-01
57932,1991-08-21,9999-01-01
57933,1995-11-28,9999-01-01
57934,1989-12-27,9999-01-01
57935,1993-10-31,1996-08-17
57936,1994-11-24,9999-01-01
57937,1990-06-14,9999-01-01
57938,1997-04-08,1999-06-15
57939,1995-05-19,1996-10-23
57940,1985-12-12,9999-01-01
57941,1999-10-17,9999-01-01
57942,1991-12-24,9999-01-01
57943,1999-05-20,9999-01-01
57944,1988-08-01,9999-01-01
57945,1992-05-08,9999-01-01
57946,1996-05-09,9999-01-01
57947,2000-10-02,9999-01-01
57948,1997-01-29,1998-04-21
57949,1999-01-20,9999-01-01
57950,1995-08-01,9999-01-01
57951,1987-06-14,9999-01-01
57952,1993-04-12,1994-11-04
57953,1999-04-17,2001-11-24
57954,1987-09-22,9999-01-01
57955,1994-07-13,2001-07-02
57956,2000-02-23,9999-01-01
57957,1988-02-17,9999-01-01
57958,1990-09-22,9999-01-01
57959,1986-09-28,9999-01-01
57960,1991-11-16,9999-01-01
57961,1985-09-25,9999-01-01
57962,1988-09-02,9999-01-01
57963,1994-09-17,1997-03-21
57964,1990-09-21,9999-01-01
57965,1995-03-07,9999-01-01
57966,1993-07-15,9999-01-01
57967,1997-08-11,9999-01-01
57968,1992-08-22,9999-01-01
57969,1997-03-16,1999-11-21
57970,1986-09-05,9999-01-01
57971,1992-05-23,9999-01-01
57972,1989-02-06,9999-01-01
57973,1991-06-29,9999-01-01
57974,1986-02-24,9999-01-01
57975,1999-03-04,2000-09-08
57976,1997-02-12,2002-01-22
57977,1985-08-27,9999-01-01
57978,1986-10-23,9999-01-01
57979,1992-01-08,9999-01-01
57980,1985-04-29,9999-01-01
57981,1999-05-07,9999-01-01
57982,1989-10-17,1998-09-11
57983,1986-02-10,9999-01-01
57984,1987-08-25,9999-01-01
57985,1993-04-27,9999-01-01
57986,1991-08-12,9999-01-01
57987,1990-07-13,9999-01-01
57988,1989-08-08,9999-01-01
57989,1989-10-13,9999-01-01
57990,1990-08-01,9999-01-01
57991,1988-07-25,1994-10-28
57992,1992-06-04,9999-01-01
57993,1990-08-15,9999-01-01
57994,1994-10-21,9999-01-01
57995,1985-11-28,9999-01-01
57996,1996-08-20,9999-01-01
57997,1986-08-23,9999-01-01
57998,1996-02-13,9999-01-01
57999,1994-08-11,9999-01-01
58000,1989-08-15,1996-10-02
58001,1993-08-11,9999-01-01
58002,1998-10-21,2001-03-20
58003,1998-08-12,9999-01-01
58004,1991-01-28,9999-01-01
58005,1999-03-05,9999-01-01
58006,1994-11-10,9999-01-01
58007,1993-01-03,9999-01-01
58008,1985-12-02,1990-12-06
58009,1999-06-19,9999-01-01
58010,1994-10-20,9999-01-01
58011,1990-10-20,1994-02-16
58012,1997-12-25,9999-01-01
58013,1995-07-02,2001-09-16
58014,1998-10-24,9999-01-01
58015,1990-02-16,9999-01-01
58016,1993-07-17,9999-01-01
58017,1988-10-28,9999-01-01
58018,1997-12-19,9999-01-01
58019,1991-12-03,1992-05-01
58020,1998-04-13,9999-01-01
58021,1999-11-29,2001-10-22
58022,1996-08-31,9999-01-01
58023,1997-07-11,9999-01-01
58024,1993-08-08,9999-01-01
58025,1991-01-19,9999-01-01
58026,1993-12-30,9999-01-01
58027,1993-01-18,9999-01-01
58028,1997-02-11,9999-01-01
58029,1997-04-15,2002-02-10
58030,2000-06-22,9999-01-01
58031,1987-02-03,9999-01-01
58032,1992-05-22,1994-01-14
58033,1986-07-04,1992-10-12
58034,1987-01-31,1990-05-27
58035,1986-02-05,9999-01-01
58036,1998-02-04,9999-01-01
58037,1991-08-29,9999-01-01
58038,1995-01-05,9999-01-01
58039,1996-10-04,9999-01-01
58040,1995-11-08,9999-01-01
58041,1985-06-01,9999-01-01
58042,1998-01-06,9999-01-01
58043,1987-09-25,1994-04-04
58044,1991-02-26,9999-01-01
58045,1999-09-23,9999-01-01
58046,1988-02-17,9999-01-01
58047,1989-02-14,1990-02-17
58048,1986-06-11,9999-01-01
58049,1990-05-08,9999-01-01
58050,1999-12-25,9999-01-01
58051,1996-08-20,2002-02-11
58052,1991-08-27,9999-01-01
58053,1988-12-06,9999-01-01
58054,1990-12-01,9999-01-01
58055,1996-03-04,9999-01-01
58056,1990-02-03,9999-01-01
58057,1988-02-27,1990-11-10
58058,1993-04-17,9999-01-01
58059,1986-06-20,9999-01-01
58060,1991-07-21,9999-01-01
58061,1998-04-10,9999-01-01
58062,1997-10-08,9999-01-01
58063,1998-07-29,9999-01-01
58064,1994-12-09,9999-01-01
58065,1986-07-05,2001-03-18
58066,1989-02-08,9999-01-01
58067,1995-08-17,9999-01-01
58068,1989-07-07,9999-01-01
58069,1994-01-27,9999-01-01
58070,1992-11-09,9999-01-01
58071,1992-09-13,1993-06-05
58072,1997-11-17,9999-01-01
58073,1993-12-26,9999-01-01
58074,1990-11-13,9999-01-01
58075,1988-09-16,9999-01-01
58076,1987-02-25,9999-01-01
58077,1991-04-27,9999-01-01
58078,1991-11-20,1998-10-10
58079,1991-04-03,9999-01-01
58080,1987-08-28,9999-01-01
58081,1996-05-29,1998-11-09
58082,2002-03-12,9999-01-01
58083,1993-03-28,9999-01-01
58084,1992-05-13,9999-01-01
58085,1985-04-18,9999-01-01
58086,1997-12-10,9999-01-01
58087,1992-07-22,9999-01-01
58088,1998-07-02,9999-01-01
58089,1985-10-14,9999-01-01
58090,1989-03-10,1993-10-21
58091,1999-01-20,9999-01-01
58092,2000-08-25,9999-01-01
58093,1991-09-08,9999-01-01
58094,1998-05-23,9999-01-01
58095,1985-03-03,9999-01-01
58096,1998-11-24,9999-01-01
58097,1997-02-07,9999-01-01
58098,1997-01-22,1998-05-13
58099,1996-06-17,9999-01-01
58100,1994-09-22,1999-12-02
58101,1987-04-07,9999-01-01
58102,2000-10-02,9999-01-01
58103,1996-02-24,9999-01-01
58104,1992-10-31,2001-10-02
58105,1991-11-13,9999-01-01
58106,1998-05-13,9999-01-01
58107,1993-01-08,9999-01-01
58108,1993-12-25,9999-01-01
58109,1996-12-11,9999-01-01
58110,1995-12-17,9999-01-01
58111,1996-12-31,9999-01-01
58112,1996-05-18,2000-11-06
58113,1986-01-18,9999-01-01
58114,1986-11-13,9999-01-01
58115,1987-07-28,9999-01-01
58116,1989-03-21,9999-01-01
58117,1991-10-07,9999-01-01
58118,1995-04-01,9999-01-01
58119,1990-03-27,9999-01-01
58120,1997-11-16,9999-01-01
58121,1999-05-02,2000-02-15
58122,1998-05-17,9999-01-01
58123,1988-11-08,9999-01-01
58124,1997-11-08,9999-01-01
58125,1986-01-19,9999-01-01
58126,1992-05-04,9999-01-01
58127,1999-07-27,9999-01-01
58128,1992-07-01,9999-01-01
58129,1987-10-24,9999-01-01
58130,1996-11-28,2001-10-31
58131,1991-01-09,9999-01-01
58132,1993-10-29,9999-01-01
58133,1990-11-28,1997-09-04
58134,1989-04-18,9999-01-01
58135,1992-02-25,9999-01-01
58136,1991-07-18,9999-01-01
58137,1998-01-19,9999-01-01
58138,1988-10-01,9999-01-01
58139,1992-10-20,9999-01-01
58140,1997-09-24,9999-01-01
58141,1994-09-27,9999-01-01
58142,1989-10-25,1998-10-27
58143,1999-02-13,2001-01-25
58144,1985-07-16,9999-01-01
58145,1995-03-25,9999-01-01
58146,1991-11-25,1998-02-13
58147,1988-02-24,9999-01-01
58148,1989-09-17,1991-07-08
58149,1995-05-29,1999-08-29
58150,1991-08-26,9999-01-01
58151,1986-04-06,9999-01-01
58152,1993-12-20,9999-01-01
58153,1991-09-29,1998-09-01
58154,1987-03-25,1998-09-22
58155,1990-05-27,1996-09-28
58156,1996-12-01,9999-01-01
58157,1992-04-19,2001-07-25
58158,1995-03-24,9999-01-01
58159,1996-11-29,9999-01-01
58160,1993-04-02,9999-01-01
58161,1995-01-08,9999-01-01
58162,1996-05-02,9999-01-01
58163,1996-05-27,9999-01-01
58164,1987-01-16,9999-01-01
58165,1985-05-27,1986-09-30
58166,1995-06-05,9999-01-01
58167,1998-03-28,9999-01-01
58168,1998-03-26,9999-01-01
58169,1998-09-07,9999-01-01
58170,1999-11-09,9999-01-01
58171,1992-07-27,9999-01-01
58172,1992-02-12,9999-01-01
58173,1987-02-06,9999-01-01
58174,1992-02-01,1993-04-16
58175,1992-08-19,9999-01-01
58176,1991-05-10,9999-01-01
58177,1987-08-13,9999-01-01
58178,1998-10-16,2002-03-22
58179,1997-02-16,9999-01-01
58180,1986-05-06,9999-01-01
58181,1996-05-08,9999-01-01
58182,1988-09-04,9999-01-01
58183,1999-09-26,9999-01-01
58184,1997-03-31,9999-01-01
58185,1989-07-07,1992-12-28
58186,2000-01-26,9999-01-01
58187,1999-10-15,9999-01-01
58188,2000-01-19,9999-01-01
58189,1994-08-14,9999-01-01
58190,1987-04-16,9999-01-01
58191,1998-04-22,9999-01-01
58192,1989-06-01,9999-01-01
58193,1986-12-22,9999-01-01
58194,1996-05-30,1997-10-30
58195,1986-11-28,9999-01-01
58196,1992-11-22,9999-01-01
58197,1987-06-26,9999-01-01
58198,1998-02-07,9999-01-01
58199,1995-12-02,9999-01-01
58200,1994-04-12,9999-01-01
58201,1985-08-30,9999-01-01
58202,1999-03-27,9999-01-01
58203,1994-07-26,2001-04-28
58204,1988-07-10,9999-01-01
58205,1987-04-08,9999-01-01
58206,1989-11-30,9999-01-01
58207,1993-03-28,9999-01-01
58208,1996-09-01,9999-01-01
58209,2002-01-14,9999-01-01
58210,1992-02-15,9999-01-01
58211,1994-02-04,1994-10-30
58212,1986-08-22,9999-01-01
58213,1995-04-18,9999-01-01
58214,1993-05-14,9999-01-01
58215,1988-05-17,9999-01-01
58216,1989-08-25,9999-01-01
58217,1998-11-19,1999-06-26
58218,1993-09-03,9999-01-01
58219,1998-07-05,9999-01-01
58220,1997-03-09,9999-01-01
58221,1993-01-16,9999-01-01
58222,1989-08-09,1995-11-12
58223,1990-07-11,9999-01-01
58224,1990-03-11,9999-01-01
58225,1995-07-19,9999-01-01
58226,1997-01-20,9999-01-01
58227,1997-04-18,9999-01-01
58228,2000-07-31,9999-01-01
58229,1994-08-15,9999-01-01
58230,1986-09-04,1997-12-24
58231,1985-11-25,9999-01-01
58232,1996-01-25,9999-01-01
58233,1998-12-24,9999-01-01
58234,1988-01-11,9999-01-01
58235,1992-09-06,1998-12-24
58236,1997-03-27,9999-01-01
58237,1994-08-20,9999-01-01
58238,1987-01-19,9999-01-01
58239,1997-09-17,9999-01-01
58240,1998-01-09,9999-01-01
58241,1986-02-10,9999-01-01
58242,1985-09-07,1988-09-05
58243,1995-12-05,9999-01-01
58244,1986-12-17,9999-01-01
58245,2002-02-19,9999-01-01
58246,1994-10-10,9999-01-01
58247,1995-08-21,9999-01-01
58248,1985-02-11,9999-01-01
58249,1992-03-14,1998-03-26
58250,1990-05-30,9999-01-01
58251,1996-01-18,1998-12-12
58252,1992-01-28,9999-01-01
58253,1992-05-06,9999-01-01
58254,1994-01-20,9999-01-01
58255,1999-01-26,1999-02-07
58256,1993-10-14,9999-01-01
58257,1996-01-13,9999-01-01
58258,1991-03-10,9999-01-01
58259,1992-01-29,9999-01-01
58260,1998-05-05,9999-01-01
58261,1993-02-20,9999-01-01
58262,1986-03-24,9999-01-01
58263,1987-02-07,1997-01-14
58264,1997-07-25,9999-01-01
58265,1992-10-30,9999-01-01
58266,1988-08-03,1990-03-23
58267,1988-09-17,9999-01-01
58268,1991-10-05,9999-01-01
58269,1988-10-30,9999-01-01
58270,1995-09-09,9999-01-01
58271,1996-12-25,9999-01-01
58272,1986-06-29,9999-01-01
58273,1996-05-05,1999-04-13
58274,1988-07-09,9999-01-01
58275,1993-12-18,1997-04-29
58276,1995-01-16,9999-01-01
58277,1989-01-31,9999-01-01
58278,1989-04-04,9999-01-01
58279,1986-07-30,9999-01-01
58280,1988-10-28,9999-01-01
58281,1985-06-19,9999-01-01
58282,2001-08-27,9999-01-01
58283,1986-03-12,9999-01-01
58284,1988-03-26,1999-02-02
58285,1986-04-17,9999-01-01
58286,1987-01-15,1999-07-20
58287,1999-12-22,9999-01-01
58288,1994-07-15,9999-01-01
58289,1993-10-05,9999-01-01
58290,1992-09-09,9999-01-01
58291,1991-03-27,1997-12-17
58292,1997-06-25,9999-01-01
58293,1985-02-03,9999-01-01
58294,1986-09-28,9999-01-01
58295,1994-05-16,9999-01-01
58296,1990-08-03,9999-01-01
58297,1990-06-16,1992-10-18
58298,1990-11-08,1990-12-24
58299,1987-02-25,9999-01-01
58300,2001-10-27,9999-01-01
58301,1987-07-06,9999-01-01
58302,1987-01-20,9999-01-01
58303,1994-10-28,9999-01-01
58304,1992-03-25,9999-01-01
58305,1990-12-15,9999-01-01
58306,1989-10-06,1995-03-24
58307,1997-04-12,9999-01-01
58308,1996-04-16,9999-01-01
58309,1999-01-23,9999-01-01
58310,1994-07-04,9999-01-01
58311,1987-06-18,1998-01-04
58312,1990-03-27,9999-01-01
58313,2000-01-22,9999-01-01
58314,1987-05-04,9999-01-01
58315,1997-02-20,9999-01-01
58316,1993-09-15,2001-05-03
58317,1993-03-01,9999-01-01
58318,1991-12-13,9999-01-01
58319,1985-05-06,1999-05-18
58320,2000-05-23,9999-01-01
58321,1994-03-10,9999-01-01
58322,1993-01-29,9999-01-01
58323,1993-02-22,9999-01-01
58324,1985-12-08,9999-01-01
58325,1988-11-27,9999-01-01
58326,1985-07-05,9999-01-01
58327,1999-12-27,9999-01-01
58328,1991-06-03,2001-05-12
58329,1988-11-15,1992-01-31
58330,1992-06-19,9999-01-01
58331,1985-11-05,9999-01-01
58332,1989-06-29,9999-01-01
58333,1987-12-14,2001-09-20
58334,1995-09-30,9999-01-01
58335,1985-04-03,9999-01-01
58336,1997-10-30,9999-01-01
58337,1999-06-12,2001-08-13
58338,1992-03-05,9999-01-01
58339,1993-09-25,9999-01-01
58340,1998-10-27,9999-01-01
58341,1995-02-16,9999-01-01
58342,1997-04-27,9999-01-01
58343,1989-02-21,9999-01-01
58344,1989-10-28,9999-01-01
58345,2000-06-16,2000-09-22
58346,1987-07-06,9999-01-01
58347,1995-04-25,9999-01-01
58348,1999-07-13,9999-01-01
58349,1998-01-18,9999-01-01
58350,1995-05-15,9999-01-01
58351,1987-09-04,2001-05-22
58352,1987-07-28,9999-01-01
58353,1999-05-03,9999-01-01
58354,1998-03-14,9999-01-01
58355,1985-07-30,9999-01-01
58356,1997-06-26,2002-05-12
58357,1998-10-02,9999-01-01
58358,1995-06-22,2000-08-07
58359,1988-11-25,1997-11-08
58360,1992-09-16,9999-01-01
58361,1995-07-27,9999-01-01
58362,1997-08-24,9999-01-01
58363,1986-09-11,9999-01-01
58364,1998-03-24,2001-05-24
58365,1987-05-09,9999-01-01
58366,1987-11-03,9999-01-01
58367,1993-09-29,9999-01-01
58368,1990-05-18,2001-12-14
58369,1990-02-02,9999-01-01
58370,1989-06-19,1994-04-07
58371,1991-08-21,9999-01-01
58372,1994-03-23,9999-01-01
58373,1987-03-21,9999-01-01
58374,1995-02-18,9999-01-01
58375,1989-02-28,9999-01-01
58376,1999-08-14,9999-01-01
58377,1987-03-23,9999-01-01
58378,1998-08-12,9999-01-01
58379,1987-12-16,1998-11-18
58380,1991-12-22,1992-02-21
58381,1996-12-24,9999-01-01
58382,1997-01-22,9999-01-01
58383,1987-11-18,1993-11-24
58384,1993-11-14,9999-01-01
58385,1992-12-08,9999-01-01
58386,1986-02-14,9999-01-01
58387,1987-12-20,9999-01-01
58388,1986-12-25,9999-01-01
58389,1992-09-02,1995-01-08
58390,2001-02-27,9999-01-01
58391,1997-09-17,9999-01-01
58392,1996-09-29,9999-01-01
58393,1995-11-28,2000-11-17
58394,1989-10-27,9999-01-01
58395,1995-02-10,9999-01-01
58396,1991-09-19,9999-01-01
58397,1991-11-24,9999-01-01
58398,1992-11-21,9999-01-01
58399,1987-02-15,2000-06-05
58400,1987-04-13,9999-01-01
58401,1996-11-01,9999-01-01
58402,1992-05-05,9999-01-01
58403,1990-02-17,9999-01-01
58404,1985-04-08,2000-10-26
58405,1991-03-04,9999-01-01
58406,1996-04-19,9999-01-01
58407,1992-08-13,9999-01-01
58408,1996-03-14,2000-03-21
58409,1992-06-13,9999-01-01
58410,1986-06-13,9999-01-01
58411,1994-06-13,9999-01-01
58412,1998-07-04,9999-01-01
58413,1988-02-08,9999-01-01
58414,1988-09-01,9999-01-01
58415,1992-02-15,9999-01-01
58416,1988-06-20,1996-04-14
58417,1989-05-10,9999-01-01
58418,1992-08-24,1996-11-11
58419,2000-06-13,9999-01-01
58420,1989-09-30,1990-09-20
58421,1989-06-19,9999-01-01
58422,1993-03-12,9999-01-01
58423,1997-06-03,9999-01-01
58424,1991-05-25,1994-11-27
58425,1991-09-04,9999-01-01
58426,1997-12-23,9999-01-01
58427,1993-03-24,9999-01-01
58428,1996-09-19,9999-01-01
58429,1999-08-06,9999-01-01
58430,1998-08-17,2000-03-01
58431,1997-04-05,9999-01-01
58432,1990-11-08,9999-01-01
58433,1985-02-17,9999-01-01
58434,1998-05-02,9999-01-01
58435,1998-05-07,1999-02-14
58436,1986-11-16,9999-01-01
58437,1991-10-19,9999-01-01
58438,1994-02-11,9999-01-01
58439,2002-07-24,9999-01-01
58440,1989-12-09,9999-01-01
58441,1989-01-08,9999-01-01
58442,1985-09-23,9999-01-01
58443,1991-05-31,9999-01-01
58444,1987-07-21,1995-10-20
58445,1995-12-03,9999-01-01
58446,1996-03-07,9999-01-01
58447,1992-05-07,9999-01-01
58448,1987-10-05,9999-01-01
58449,1996-03-30,9999-01-01
58450,2001-10-18,9999-01-01
58451,1997-02-21,9999-01-01
58452,1999-10-02,9999-01-01
58453,1989-04-26,1992-02-28
58454,1999-06-29,9999-01-01
58455,1989-11-28,9999-01-01
58456,1990-01-07,9999-01-01
58457,1985-04-29,9999-01-01
58458,1986-10-23,9999-01-01
58459,1991-11-09,1999-11-30
58460,2001-09-18,9999-01-01
58461,1986-10-31,9999-01-01
58462,1987-02-09,9999-01-01
58463,1993-07-01,1999-01-28
58464,1991-08-20,9999-01-01
58465,1997-01-22,9999-01-01
58466,1995-05-04,9999-01-01
58467,1998-04-16,9999-01-01
58468,1991-06-25,9999-01-01
58469,1994-07-03,1995-05-28
58470,1991-09-13,1993-09-20
58471,1994-06-15,9999-01-01
58472,1989-04-30,1996-09-15
58473,1987-04-21,9999-01-01
58474,1992-02-01,9999-01-01
58475,1996-07-11,9999-01-01
58476,1996-12-11,9999-01-01
58477,1990-03-08,9999-01-01
58478,1991-02-28,1991-03-20
58479,2000-07-06,9999-01-01
58480,1995-09-09,9999-01-01
58481,1995-12-16,9999-01-01
58482,1985-09-09,9999-01-01
58483,1997-02-05,9999-01-01
